source,target
404914866,142202
404914866,99267
412680326,212530
404914697,212522
404914820,135256
404914820,212392
404914820,74250
404914820,212394
404914820,212395
445402421,40299
445402421,128912
404915017,89776
404915017,151669
404915017,39610
404915017,212540
404915017,212537
404915017,108368
404409939,212541
404409939,212542
404915160,212550
404915160,212552
404915160,69514
401963666,279474
401963666,105352
424611502,212571
404915678,221241
404915703,212491
404915703,112647
404915703,212492
404915874,26378
404915874,12940
404410204,212600
404410204,212602
448384908,6263
448384908,48317
400029063,212617
404916105,212625
404916105,211521
404916105,212197
404916105,212626
426109392,212619
426109392,210227
401964004,212464
401964004,212466
419984690,211803
400029198,212629
430025386,216255
430025386,206986
430025386,212615
404916454,84842
401964120,212676
401964120,212677
431945559,212689
431945559,212687
404410464,212658
404410464,56309
404410464,107956
404410464,207965
404410464,212659
406057341,62015
404410534,37310
404410534,33828
404410534,52746
404916640,185931
424611520,212691
400029330,212682
400029330,212683
412680558,115196
412680558,212698
412680558,115194
412680558,33363
412680558,50996
433101341,212681
433101341,212679
424611539,212704
415589759,212716
400029385,212726
440388812,212741
440388812,212736
440388812,181600
428518491,212717
428518491,212718
440388803,212731
440388803,212732
440388803,212736
440388803,212735
440388803,181600
433642463,212630
433642463,10650
427717296,209203
404918201,212823
404918201,209524
404918201,210393
404918201,212820
404918201,212821
401964549,212808
401964549,54990
404918292,123237
404918292,103943
404917355,9190
404917355,212418
404917355,16745
404917355,212414
404917355,212416
404917355,212420
404917355,212419
404917355,197212
400030024,212857
406058144,212851
406058171,212861
406058171,212862
401964576,212514
401964576,104342
401964576,212515
401964576,89773
437059255,125557
404918817,212902
404918817,75777
404918817,212905
404918817,212906
404918817,212909
404918817,212910
404918817,212914
404918817,23666
412680923,212866
412680923,212874
412680923,203137
412680923,212873
412680923,212872
412680923,212868
406058377,212921
406058377,212922
406058377,211199
400030006,27613
400030006,212849
427717278,209204
427717278,209206
427717278,212701
404917514,107855
404917514,212769
404917514,212772
423351535,208896
417876542,212473
417876542,212474
404410785,212763
400029660,212791
400029660,212793
445403046,212293
445403046,211951
445403046,211949
445403046,211950
434158902,207541
434158902,207540
434158902,8486
412680718,212653
412680718,212656
438107736,212749
400029802,212808
415083689,212498
415083689,212501
401964442,1510
401964442,212811
401964442,212810
401964442,369
406058064,212812
404918130,212815
404918176,141285
444956362,205228
404411141,20090
404411178,161453
404411178,209652
404919111,39774
406058484,212886
406058484,212889
406058484,212894
400030328,212937
400030328,212938
406058527,66260
406058527,212954
406058527,212955
400030355,212957
400030355,209023
424066147,212883
404919273,212953
404919273,108374
445403652,211872
445403652,212925
404919503,212665
404919503,212664
404919503,212977
400030364,212962
400030364,53681
400030364,139982
400030364,212971
400030364,212967
400030364,33417
448385104,207057
404919558,212666
404919558,212665
404919558,208125
404919558,212664
404411882,212988
404411837,212979
404411837,212980
404411953,212935
404411953,212936
448047337,212960
404411971,31775
404411971,18651
404411971,212999
431945595,122056
401965021,98552
400030952,213033
404920396,98944
404920396,135302
404920396,98941
404412122,209518
404412122,213025
404412122,213026
404412195,200112
400031130,40892
400031130,85106
401965183,213052
401965183,209915
445403901,65029
445403901,65030
417876640,213004
417876640,92523
431167131,213059
431167131,213062
400031103,213071
400031103,213072
401965254,212940
401965254,212949
404412266,79081
404412266,82479
400031274,213077
404412346,39298
404921082,211206
404921082,63542
404920653,213058
404920653,213055
404920653,213057
404920653,213056
400031407,209369
400031121,213021
400031121,18256
412681227,207457
412681227,14312
404412444,212915
404921377,212802
404921377,10312
404412587,35527
406059580,213096
400031586,17902
400031586,209354
400031586,141516
404921894,183192
404412729,142019
404412729,213133
400031773,212428
400031773,2075
404412765,210091
406059704,213136
406059786,174189
406059786,202262
406059786,75052
428881169,213131
406059919,52030
400032013,85829
400032013,213117
400031924,66995
400032031,213104
400032031,212935
404922241,101977
404922241,45882
404922241,56999
401965735,213169
401965735,213170
400032022,1576
412681370,211475
412681370,211470
412681370,208717
412681370,182250
404922651,212823
404922651,208664
404922651,213178
404413032,174418
404922697,104474
404922884,213195
404922884,213199
404922884,213198
404922884,209023
442260296,213082
426519332,213213
426519332,213212
426519332,213211
404923080,213218
406060266,213220
406060266,213222
416296644,158857
416296644,79152
404923375,190303
404923375,25747
404923375,152412
404923375,213142
404923375,213143
404923428,213252
404413238,11301
404413238,11302
404923339,53577
404923339,213183
401965931,211337
401965931,7018
401965931,213250
401965931,213251
404923366,7945
404923366,141867
404923366,7943
432385117,213068
406060462,69514
404923446,5731
401965995,45184
406060578,213260
400032709,213016
400032709,213017
400032576,213074
400032576,17519
419985056,213063
419985056,210720
419985056,213066
404413327,51273
404413327,4168
430025509,208129
415589857,213291
404413416,213191
404413416,213190
404923847,213298
404923847,213297
404923847,213296
412681557,213307
430025527,9825
430025527,213092
431167239,213271
401966146,25148
445404848,213302
445404820,213301
445404820,213300
401966217,98364
401966217,131433
401966217,213324
412681593,213329
401966235,213334
404413522,213337
400033263,213152
400033263,144206
445404955,213332
445404884,213312
445404884,128887
445404884,213311
400033236,123243
415589875,55561
224090043,209217
224090043,76407
417876784,213353
445404982,213290
404924338,55462
404924338,213351
424066218,209217
424066218,76407
404924356,213357
404924356,209763
404924347,97532
412681646,213359
404924310,61397
419985092,213364
223366408,213362
223366408,213363
404924604,135582
417876793,213202
417876793,213206
431945620,213366
404413700,213354
404924454,213356
423351599,213362
423351599,213363
404924579,18572
404924579,12119
404924579,99689
406061167,209165
404924846,130282
401966342,213367
404925168,19384
404925168,77713
404413862,213433
404925337,213437
400033600,39878
404923785,279472
404923785,25344
404923785,213289
404923785,213286
404923785,150756
404923785,107868
404923785,40590
404923785,213285
404923785,26998
404923785,21474
404923785,107218
404923785,213287
404923785,213288
404923785,212979
404923785,136038
404923785,213284
404923785,78648
404923785,86584
404923785,1094
404923785,17652
404923785,213281
404923785,59341
445405179,213310
404413906,212967
401966477,12119
400033922,213242
446953235,213446
444547590,213372
400033995,213444
400033995,213445
404925845,212216
443855295,127794
421268023,213467
406061513,213447
406061513,73229
406061513,209552
417876882,34526
404414166,213452
404414166,213454
404925818,213474
404925818,213477
404925818,213475
400034146,213492
400034146,213493
421268014,279471
445405348,1385
445405348,279470
445405348,213478
400034173,213486
445405428,128912
445405428,213424
416297162,213278
416297162,213279
412681897,213269
444547616,213372
444547616,213501
417876891,213315
417876891,88369
417876891,213313
417876891,209359
417876891,135668
433101421,213520
401966789,42079
404926390,61111
404926390,6878
404926390,61110
406061853,213542
406061853,213543
406061853,213538
400034547,211468
404414503,19023
404414503,213554
404414503,213555
400034627,213452
404926586,213548
426519430,181915
426519430,206034
404926657,209574
404926684,40777
400034538,213382
400034538,213378
400034538,213379
400034538,97933
400034538,213381
400034538,25884
400034538,213383
400034538,213384
400034538,22504
400034538,213386
400034538,22502
400034538,213388
406062095,213564
406062095,210855
406062095,213566
406062095,213567
417876935,213401
404414718,157116
404414718,38392
404414683,213589
404414683,213590
404414683,213591
400035001,213074
404927308,105522
404927308,211538
404927308,45082
425052523,121005
404414763,158307
404414763,211577
404414763,71503
404414763,106271
404414763,213594
404927193,213572
406062512,213600
416297475,213607
404927521,79545
404927521,213601
440388901,5830
401967127,213613
401967127,213614
400035252,134339
400035252,51668
404927638,53229
412682119,279468
412682119,145321
404927718,213622
404927727,213633
406054317,212155
406054317,31102
404407717,46367
404407682,209503
404407682,209754
404407682,209755
406052701,211861
404906161,25747
404909916,212153
404900345,211172
404899543,207742
404899543,211148
426518887,211659
433642338,211051
454406606,211037
454406606,116354
454406606,210490
454406606,211036
401958930,210788
401958930,210789
401958930,180337
401958930,179751
406050767,211415
445397384,210914
445397384,210919
404898900,210961
400021481,210684
400021481,104123
404899106,211038
404899106,211039
404899106,211041
404899106,208035
404899106,169251
404899106,208737
404899106,211040
404899106,207742
404400572,23442
445397534,211067
406049020,211076
404899099,22761
404899099,202000
404899099,95333
404899099,107316
404400493,10300
404400493,10298
404400493,134694
404400493,8859
404400493,152260
412677884,211097
406049100,211061
445397605,166918
412677928,115308
445397687,211131
436031955,210972
404400769,3166
404400769,23788
404400769,211124
404400769,211123
404400769,211122
406049128,40603
406049244,210986
406049244,28367
406049244,210984
404400876,16885
400021739,10210
400021739,210935
406049226,211158
406049226,211163
404899678,211164
404899678,169601
404899678,175739
404899696,211177
404899696,211178
404899838,211055
404899838,4481
404401045,163195
401959350,71733
401959350,206392
406049351,211199
406049351,211200
406049351,165836
404401072,211203
404401072,109023
404401072,23382
404401107,210907
401959341,40684
401959341,211184
401959341,94535
401959341,95622
401959341,211185
404401134,209115
404401134,207745
400021953,208996
400021944,41586
426518743,13993
426518743,211221
426518743,33739
426518743,211225
426518743,211226
404900121,210172
401959396,200510
404900238,211228
404900238,61974
404900238,211229
400022051,208997
404900309,211212
404900309,211213
404900309,211214
404900309,211215
404900309,211216
404900309,211217
406049459,210939
406049459,210940
406049459,35599
439392435,211145
439392435,211142
445398114,1560
404900611,207699
404900611,104612
400022275,211126
404401081,132752
404401081,211207
404401081,211205
404401081,63542
404401081,211206
404900513,211245
404900764,29424
435891108,67444
401959564,30890
401959564,211263
401959564,30889
404900755,211270
404900755,38392
404900755,17519
404900620,211258
404900620,1954
438107601,208540
438107601,211250
404401562,13818
404401562,20748
404401562,20789
400024255,211500
400024255,211501
404904225,211584
406051551,211560
422717126,211519
404904234,211593
437976166,211598
404405345,71503
404405345,211577
404405345,43218
437976175,211600
400024273,211617
404904412,211627
404904412,211624
404904412,109135
404904412,211628
406051800,211447
404904564,35214
404904564,35212
430797284,211638
401960847,211653
401960847,211652
401960865,211658
400022603,45558
400022603,211292
404900997,107369
404900997,72966
406050026,208925
400022710,211303
400022710,157347
400022649,121635
404405577,224996
404405577,18623
445398551,211318
445398551,211319
445398551,211320
404904751,148184
404904751,83750
404904751,211613
404904751,211609
404904751,408
404904751,207210
404904751,211263
404904751,211608
404904751,96798
404904751,32437
404904751,211612
404904751,42115
404904751,211611
404904751,211610
404904751,109306
404904751,207209
433642356,209854
404901228,72966
404901228,107369
437058899,211271
437058899,211273
401959868,210792
401959868,211324
404901326,108062
404901326,18651
404901326,211322
424065852,80612
404404060,100655
404404060,211337
404901610,4473
404901772,63188
404901718,21138
404902646,211426
401960295,211428
401960295,207054
435891117,211429
404902726,190885
432539835,211437
404902897,211440
404902897,12571
404902897,156295
404902922,211441
404902922,211442
404902922,133843
404903048,211287
404903048,32001
400023648,209639
400023648,211452
404902977,100052
404903075,211454
404903075,107229
404903075,103795
404903075,21970
404903075,2661
404903075,24812
406051061,94864
406051061,211467
406051034,8800
406051034,76438
412678552,79071
401960534,137929
401960534,12798
401960534,9544
401960552,211044
412678534,210500
412678534,29342
412678534,211478
412678534,211477
412678534,211475
412678534,135495
412678534,211472
412678534,68645
412678534,211470
412678534,138488
412678534,211479
404404943,211485
404404943,89222
421267701,119943
421267701,211511
406051249,211521
406051249,211523
429649151,211516
400023933,146519
400023933,211236
404903832,211503
404901807,211269
404903878,211538
436032035,211541
428518375,211544
428518375,211549
404903850,211534
404903850,77865
401960696,211344
401960696,211345
401960696,211346
404903985,76451
404903985,211550
404903985,58885
404903985,79770
437058997,208005
437058997,211558
404405354,211570
404405354,211571
417875703,211356
401960099,211378
401960099,211380
445399391,207786
404901905,113626
404901905,108712
446952405,73670
446952405,211086
446952405,211084
446952405,211083
404404293,211328
404404293,209768
404404293,42990
404404293,209773
404902129,44266
404902129,211305
404902129,33826
404902129,211306
404902129,207467
404404211,95378
404404211,140310
404404211,39431
404404211,93669
404902058,211372
404902058,211374
401960188,32099
404904010,89776
404904010,61115
404904010,14136
404904010,211468
404902156,211390
404902156,82026
400023167,211396
404404569,211313
404404569,58134
404404514,48689
404404514,106564
406050669,19088
406050669,208374
404905000,208041
404905000,50345
404905000,108069
404905199,53535
406050446,283629
406050446,211377
406050446,209295
417875856,211663
412678758,210426
412678758,207798
412678758,211682
404902414,20789
404905304,211578
400024585,211493
400024585,211494
400024585,211495
400024585,211496
400024585,211497
438107665,211091
404905288,56846
406052220,207685
412678847,211672
404905322,157213
404905322,211698
404905322,211699
404905322,211700
439392471,210930
439392471,239989
400024567,56846
400024567,210182
400024567,51698
400024567,201625
404405871,208136
404405871,208137
404405871,211705
404405871,211706
430025055,211702
412678348,78199
400024718,174002
419984066,211551
419984066,211553
445399916,128912
445399916,32400
445399916,34377
445399952,211438
424065898,120520
400024727,211722
406052417,211757
406052417,211754
406052373,202447
404406022,211814
404905741,32379
404905741,90081
437976228,211607
404905475,33363
404905475,211717
404905475,207966
404406077,9544
404406077,211603
427717027,137314
404406120,211686
404406120,36566
442569141,211713
442569141,211707
404406095,14808
404406095,44350
404406095,5284
404406095,182236
404406095,211838
404406095,20713
404406095,211839
445400156,211872
404906438,46038
404405960,211726
404405960,211725
415082948,211564
415082948,211565
415082948,186197
404906170,113175
404906170,168316
419984137,211907
404406308,211899
404406308,211897
400025110,48180
404406399,211911
404406399,211912
404406399,211914
415589624,211845
415589624,211843
401961454,26593
419984155,211480
419984155,211482
443854839,168703
443854839,211860
404406335,211853
404406335,187117
404406335,208645
404406335,211851
404406335,211850
404406335,211848
404406335,211849
440885259,211874
404906820,211635
404906820,211636
439860759,211915
439860759,211916
404906465,211893
404906465,211891
404906465,197791
401961506,211918
401961506,207676
445400423,211949
445400423,210919
445400423,211950
445400423,211951
445400423,211952
404406558,211954
404406558,211955
404406558,211956
412679187,210426
412679187,207798
412679187,211682
400025343,98762
404907213,211953
404907204,211970
404907204,211971
404907204,211972
406053256,211932
406053256,216873
419984208,211928
404406674,50768
404907375,208097
404907375,158788
404907393,211927
404907384,211927
401961720,20090
440885268,211959
440885268,211962
404907703,206912
404907703,35865
404907703,128583
404907703,81355
404406852,212001
423098196,211975
417876052,212098
412679294,208070
440885286,212077
440885286,212082
404908935,212101
401961962,321794
401961962,212076
404908971,181915
432539951,212123
417876061,212117
417876061,212122
401962006,141781
401962006,211668
401962006,211669
401962006,139112
404909417,11094
412679445,59653
404909284,212137
404406460,210484
404406460,63271
412679481,60976
412679481,211982
412679481,211981
412679481,211977
412679481,7300
412679481,153555
412679481,211978
404909649,212113
422934230,212105
422934258,212086
404909701,46791
404909701,137158
404909701,208730
404909701,140310
445400628,212005
404907981,212010
404907981,55438
404907981,212008
404907981,162032
406053559,42521
437059077,211879
404907990,20399
404907990,208212
404908141,211997
404908141,211214
404908141,211216
404908141,212000
404908141,211217
404908141,211215
404908141,211212
404908141,211213
404908150,212021
401961828,212025
401961828,212023
401961828,212024
404908686,283635
404908686,36660
404407281,211987
404908230,130282
404908542,171613
417875981,38827
404908766,283635
404908766,212068
417875990,212053
417875990,212057
417875990,212055
417876007,212062
417876007,212065
419984271,212069
440885277,212071
440885277,212075
404407815,115206
401962186,111319
417876098,212044
417876098,212048
432539988,212088
424065987,212173
424065987,212174
424065987,12663
400026761,212176
400026761,167233
400026761,167234
400026761,70730
417876105,212146
426519010,211989
426519010,211990
426519010,211994
426519010,211993
426519010,207970
426519010,211992
426519010,241
426519010,20874
417876123,212188
417876123,212186
417876123,212185
406054647,212197
406054647,212201
404408039,137619
404408039,212210
404408039,212209
404408039,212208
445401146,170522
412679702,212218
412679702,212219
404910833,212216
404399682,5943
400019421,210624
400019421,210626
400019421,210627
400019421,210631
400019421,210634
400019421,210622
400019797,210699
400019797,210700
400019797,207211
400019797,210694
400019797,210697
404890052,210175
401956772,105920
404890132,210176
404890132,210177
404890132,210178
404890132,210179
404893371,210482
404893371,63271
404893371,210485
404893371,210484
404888083,144144
404394598,45796
421267355,209718
406042777,35609
406042777,35608
404394678,209784
404394678,209785
442728229,209744
401955069,17660
421267364,209880
404886405,138902
404886405,130083
401955112,209605
428518259,106649
404394801,28202
400015443,208472
400015443,158846
400015443,197290
404886860,28744
404886860,42905
441483075,209911
404394927,209835
404394909,104242
404394909,209909
404885282,209731
400014872,209618
404885291,209711
404885291,130004
404885291,104243
404885291,209710
404885291,8929
447860137,209719
401954596,209758
401954596,209760
400014916,209773
400014916,209770
400014916,79152
400014916,209768
400014916,209767
400014916,209774
404885228,113107
404885228,209763
404885228,121882
404885228,209762
404885228,25747
404885228,102008
404885228,8323
404885228,26984
417874893,118936
417874893,197371
417874893,11540
417874893,11520
417874893,209781
417874893,11524
404885530,209793
404394124,321829
404394124,144675
404394124,264103
400014989,209788
400014989,209787
400014989,209789
445393690,279494
445393690,207059
445393690,207056
445393690,209810
437058620,208706
437058620,209330
437058620,209331
406042385,117089
404394400,209822
417874937,209752
422430060,236043
422430060,209749
400015773,114106
400015773,209910
404395016,209166
404395016,209895
404395016,209896
404394446,103278
404887592,209923
433642203,9794
436031731,209937
400016040,173675
400016040,209839
436031740,209939
404887770,209951
401955407,1951
401955407,209918
401955407,1954
401955407,39878
401955407,96197
401955407,209919
404887850,66379
419983414,209957
419983414,209958
427716625,122450
404888065,209962
406043641,155329
406043641,8847
406043641,95373
406043641,209815
406043641,97867
406043641,36255
401955461,139001
404887869,209954
404887869,209955
404888118,209983
404888118,209979
404888118,209982
404888118,207984
404888118,209978
401955498,209987
401955498,150869
401955498,209989
400016219,209984
400016219,209985
425052140,149660
415081985,209976
415081985,209977
415081985,207829
404888449,58272
404888449,64895
404888449,58271
401955666,209933
401955666,209934
401955666,209935
417874991,11539
417874991,118936
417874991,11524
417874991,209781
417874991,11520
417874991,11540
404395542,136873
404395542,90384
404395542,4432
406043749,130379
445394458,210023
445394458,210026
406043758,46916
406043758,146699
406043758,209536
445394467,210031
445394467,31388
445394467,210028
445394467,84721
421267382,209563
406044203,72265
406044203,210132
404889395,38449
404889395,85110
406044230,52293
404889402,1040
404889670,207680
404889670,29632
438107371,210160
406044338,210166
406044338,210169
406044338,210170
404889572,210162
404889572,210163
400016923,210144
404396168,210153
404396195,33826
401956059,210182
401956059,208037
401956059,210184
404889858,210208
404889858,210209
404889858,210210
404889796,210204
404890187,23834
404890203,84356
404890203,210035
417874973,209929
417874973,283553
417874973,118429
401955773,74879
412676395,279493
427716652,241459
445394635,31711
412676206,181233
404888797,19077
404888797,209970
417875062,210074
421267391,209824
421267391,197135
421267391,209832
421267391,209830
421267391,209833
417875071,118936
417875071,11540
417875071,11520
417875071,11539
417875071,11524
417875071,209781
439392319,210088
439392319,71007
404889153,69795
404889064,210093
401955924,210091
401955924,210092
401955924,158807
426518342,210109
426518342,210108
426518342,13993
426518342,210105
404889359,209739
406044169,52293
406044169,209993
406044169,209995
445394680,241552
445394680,210081
445394680,54315
401956264,36626
404890383,210240
404890383,210241
404890383,210246
401956282,13302
424611334,210057
404396444,15923
417875133,210254
417875133,283553
417875133,210252
401956406,47796
406044659,210190
406044659,125861
445394957,151217
416292023,210233
436031811,10962
406044953,210237
404892354,210384
404892354,210385
401956987,210400
401956987,210403
412676769,210424
412676769,210425
439392337,183116
439392337,208696
404892434,60524
445395509,210251
426109267,210206
426109267,210205
404397611,210359
412676778,210426
400018486,194826
400018486,210433
400018486,130327
400018486,210435
404892835,209915
404397684,210451
404397684,103174
400018654,210461
400018654,210460
422430104,210277
406046032,210420
412676894,210470
412676894,210472
412676812,210438
404893200,210474
404892871,210439
404892871,210440
435891073,207868
435891073,210284
435891073,210285
417875286,210463
445395064,65030
445395064,210288
445395064,210289
445395064,19536
406045104,5941
406044962,210172
406044962,209150
406044962,210174
412676572,114692
412676572,210292
406045159,210304
406045097,210297
419983566,210300
419983566,210301
400017691,210268
406045195,72424
406045195,101354
404891186,154635
404891186,283485
404891186,316407
404891186,138902
404891186,4135
404891266,41316
404891257,68791
404891257,210313
401956727,26528
404891284,90113
415589376,9992
404396783,62095
400017851,99013
211325653,61307
211325653,159307
211325653,42310
404891499,56361
404891499,54180
404891649,162099
404891774,210352
404891774,15031
400018002,209200
400018002,210217
416292112,210018
404891621,210339
404891621,210341
404891621,210340
404397103,206910
404397103,210334
401956861,43899
404891970,210172
404891970,157435
404891970,210362
404397194,140265
404397194,140266
404397194,210379
424065665,210383
404892167,210378
404892185,209746
401956923,210255
400018271,210273
404892390,210035
404892390,97956
404397336,210353
417875311,92523
417875311,210491
417875311,90701
417875311,207308
404893610,147562
404893610,69981
404893610,210465
404893610,210466
404893610,210468
404892309,72660
404893772,21155
404893772,210462
404893772,85755
412676965,14312
412676965,210500
401957405,210501
401957450,210452
401957450,87956
401957450,108015
401957450,210458
401957450,19141
401957450,210454
404893781,210487
404893781,210488
404893781,185329
404893781,210490
437058693,125486
437058693,209851
437058693,209852
437058693,209854
422430159,210281
406046363,210428
406046363,156295
404893843,182173
404893843,4399
404893834,210393
404893834,94811
404893834,210392
404893834,114742
404893834,34545
404893834,210389
404893834,102323
442260152,210519
442260152,210520
404893816,2981
404893816,2984
404893816,209326
404893816,98193
404893816,210527
404893816,103884
404893816,194753
401957520,112531
401957520,101894
404398086,210531
404398086,11767
404398086,210535
404398086,210536
400019029,210553
400019029,140253
401957566,29368
400019127,210447
400019163,209623
400019163,92435
422717082,210442
422717082,28415
404892014,235028
404892014,210316
404892014,36616
404892014,179791
404892014,36615
404892014,210314
404892014,210315
404892014,207105
404894236,6878
404894236,186626
404894236,47796
404894236,206168
404894236,50345
445396214,210395
427716769,279487
404398353,5830
404894496,210273
404894496,209962
404894496,209982
404894496,209979
404894496,210578
404894496,210580
419617301,191116
404398406,76346
404398406,210575
404398406,210576
404398406,210577
406046746,210591
406046746,76935
406046746,210593
404894548,210572
404894548,210574
404894548,207618
415589438,210496
415589438,210499
416292531,210319
416292531,210320
404894584,210584
404894584,180435
404398380,104257
404894799,28593
404894799,210649
400019573,61008
400019573,98464
400019573,3573
404398727,210662
416292568,210343
416292568,210344
416292568,210345
404398772,209448
404398772,210670
416292586,210344
416292586,210345
416292586,210343
419983691,210611
419983691,210612
401957833,210673
401957833,210675
401957833,207571
404895431,113636
404895431,109477
404895431,210568
404895431,210569
424611352,8409
434065101,138778
426518565,210601
404895510,40917
406047255,210708
406047255,210709
406047255,210710
415082378,103014
415082378,210717
415082378,210718
415082378,210720
415082378,210721
404895752,72281
404895752,210374
404399129,66981
404399129,210713
454406535,210702
404896010,202384
404399307,28035
404399307,3045
404399389,210504
404399389,210508
406047512,210558
404896314,43562
404896181,210587
404896181,210589
406047629,47608
406047629,210772
406047629,210773
412677269,240670
412677269,208717
412677269,1993
412677269,99626
404896467,2631
404896467,44330
404896467,190885
404896555,224602
404896555,154675
400020231,209210
404399502,210803
404399502,209762
426518627,210751
445396777,210805
445396777,210806
445396777,210807
404897019,359
404897019,108257
404897046,210824
445396848,210495
404399655,210655
401958262,58490
406047950,210804
400020543,73229
400020543,210799
400020543,210800
404897073,210577
404897073,210830
404897073,210831
406047914,19073
406047914,178620
406047914,121742
404896975,210792
404896975,210797
404896975,210795
404896975,210794
404896975,210793
404897135,158167
412677483,210095
412677483,181233
412677508,79071
406048110,106648
406048110,52755
406048110,210870
406048110,210869
406048110,98355
406048110,49410
406048110,102669
404897126,37557
404897126,42219
404897126,210834
404897126,210835
404897475,210888
401958388,210865
404399897,210859
404399897,210860
400020801,47391
400020801,151441
443567196,210901
443567196,210896
443567196,210900
416292880,167233
416292880,210852
416292880,210856
416292880,210855
416292880,210853
404399940,209183
400020892,210910
412677651,210299
404400108,210653
412677606,115967
412677642,210774
416292899,245019
401958609,206079
400021052,209178
400021052,10210
404400091,82898
404898269,210951
437058808,210943
404400215,45082
417875534,210970
406048414,98347
412677722,211472
412677697,210968
404898599,210944
404400322,210172
404400322,170395
400021427,156404
404400288,210998
404400288,210993
404400288,63911
404898651,112771
404898651,66564
404400331,116354
404400331,211022
404400331,211025
436031642,172840
404881669,209313
404392000,209303
404392000,209304
404392000,209305
401953258,209307
401953258,194705
404876158,208806
404876247,42221
404876247,208656
404876247,208665
404876247,208664
404876247,208663
404876247,208661
404876247,208657
438724150,208668
438724150,208669
438724150,183796
438724150,208671
438724150,208672
404389176,130212
404389176,19722
404876265,208729
404876265,208730
404876265,208731
404387061,208440
404878290,257596
404878290,74395
404878290,207282
404878290,29294
445388786,208145
445388786,161930
445388786,208143
445388786,208142
445388786,208140
443854232,207362
443854232,176011
419982683,81597
419982683,208176
426109114,208155
426109114,208161
426109114,208157
426109114,208153
426109114,208158
431945176,208184
445388429,208166
445388429,208170
445388429,208171
433101074,26907
404869816,208215
425357160,208222
425357160,5708
425357160,208223
404385982,208224
401949406,208226
401949406,208230
401949406,208231
401949406,66724
401949406,208227
401949406,208238
401949406,208239
401949406,208243
401949406,124185
401949488,208252
404386099,208255
438724098,208188
431945185,123686
431945185,208277
441993096,208268
441993096,208272
406033064,132963
430797097,208298
437058336,208005
404386286,208135
404386286,208136
404386286,208137
404870494,208061
404870617,208308
404870617,208310
404870617,208311
404870617,208312
404386348,208282
404386348,208283
412673012,208304
412673012,38984
412673012,5815
412673012,208305
412673012,208306
400007639,4169
400007639,63911
400007639,168105
400007639,45558
400007639,45557
404870449,208299
428518080,208328
443854296,15563
443854296,208220
404871117,208212
404871117,208214
445388811,22299
445388811,208368
445388811,208369
404871037,151961
404386482,171591
404386482,208343
401949816,83750
401949816,73247
401949816,185814
401949816,46038
401949816,7706
404871171,66811
404871144,208379
404871144,208378
404871144,208377
404871144,208374
404871144,208380
406033475,13230
404871199,207197
404871199,95002
404871199,202412
404871199,208388
404871199,21227
404386491,135850
404386491,55874
404386491,207045
431945194,208383
404871484,208303
431165543,186626
431165543,118936
431165543,147566
416289858,208396
448047051,208405
448047051,68649
437058354,208408
404386838,95332
445388937,180797
445388937,53543
445388937,208420
445388937,208421
445388937,208424
404871965,208204
404871965,4538
431165552,208321
431165552,208318
400008317,208206
437058372,208363
400008424,208412
400008424,208414
400008424,44048
400008424,208415
404872535,208467
406034438,158846
406034438,158845
406034438,207682
406034438,208472
406034438,230946
401950199,20818
401950199,208478
401950199,97747
435891046,208398
435891046,208400
435891046,44303
435891046,74472
401950224,208486
401950224,208489
404387310,208444
404387310,208445
404872820,160613
404872820,92866
400008594,208497
400008594,208495
400008594,208496
425357204,102089
404387524,208506
404872946,208507
404872946,32143
404872946,151867
404872946,208518
404872946,208514
404872946,32145
437058452,208706
437058452,8664
404872919,208503
404872919,208501
404388863,15942
401951090,18702
412673851,208716
412673851,208717
416290329,208746
404875872,208758
401951189,208770
401951189,165017
401951189,146170
417874189,208760
406036034,23834
406036034,208785
406036034,171639
406036061,208787
433642141,208594
400010019,208792
404388989,208788
404388989,208790
404388989,208791
404873053,208526
404873053,208527
404389041,208803
446951488,134182
404873437,208564
404873437,208565
404873437,117313
401950402,208567
401950402,208568
412673441,208359
412673441,208361
431165614,208430
404387855,24411
404387855,9242
404387855,208449
404387855,2461
404387855,207102
404387855,2459
404387855,25217
404387855,81141
404387855,37327
404873623,208571
404873623,208570
446951497,208574
446951497,6844
446951497,208579
446951497,208578
446951497,208577
446951497,208576
446951497,37349
446951497,208575
446951497,208581
404387962,208584
404387962,157435
438107200,197350
438107200,208540
438107200,208539
404387999,90825
404387999,208601
404387999,208603
404387999,160613
404387999,92866
431165623,208556
431165623,208557
445389482,208607
445389482,208609
445389482,208368
441993103,207858
404874150,113398
400009129,208627
400009129,208628
404388373,208635
404388391,208645
404388391,208646
404388391,208649
404388391,208650
401950769,177647
401950769,208644
401950769,208643
404387980,164990
446951521,208678
401950992,173630
445389847,128586
445389847,98355
424611209,156295
424611209,208675
412673833,208640
412673833,215616
412673833,171573
412673833,203123
412673833,239500
404876461,208817
404876292,30803
404876513,208835
404876513,208836
419982996,208654
404389318,156616
404389318,152492
404389318,69795
404389318,201504
404876602,283596
404389559,208812
404389559,208813
416290409,208842
439392131,208696
439392131,183116
404391332,131481
431165678,208869
417874303,118429
445390611,128888
445390611,129300
445390611,128887
404880385,209182
404880385,209183
404880385,209184
404391350,209177
404391350,10210
404391350,209178
401952847,209191
401952847,209192
401952847,201973
401952838,209186
401952838,209187
401952838,209188
419983147,209020
